678wohl1.igc,"2016-07-08 10:19:00",1 
h78bene1.igc,"2016-07-08 10:23:00",1 
678Maxp1.igc,"2016-07-08 11:06:00",1 
678XXXX2.igc,"2016-07-08 11:14:00",1 
Johannes 070716.igc,"2016-07-08 12:37:00",1
678XXXX1.igc,"2016-07-08 10:52:00",2
2016-07-08-CPP000-00-M.igc,"2016-07-08 11:25:00",2
2016-07-08-CPP000-01-M.igc,"2016-07-08 12:17:00",2
2016-07-08-CPP000-02-M.igc,"2016-07-08 12:57:00",2
