2016-09-09 11:07:32,85:c0,11.5225705,49.196459
2016-09-09 11:07:33,3b:67,11.52270233,49.18770467
2016-09-09 11:07:37,85:c0,11.52257167,49.19645733
2016-09-09 11:07:38,3b:67,11.52270083,49.18770433
2016-09-09 11:07:42,85:c0,11.522571,49.1964565
2016-09-09 11:07:43,3b:67,11.52269783,49.18770433
2016-09-09 11:07:47,85:c0,11.52257033,49.19645683
2016-09-09 11:07:48,3b:67,11.52269583,49.18770533
2016-09-09 11:07:52,85:c0,11.52257183,49.196457
2016-09-09 11:07:53,3b:67,11.52269467,49.18770683
2016-09-09 11:07:57,85:c0,11.52257383,49.196458
2016-09-09 11:07:58,3b:67,11.52269267,49.18770783
2016-09-09 11:08:02,85:c0,11.52257467,49.19645867
2016-09-09 11:08:03,3b:67,11.5226915,49.187708
2016-09-09 11:08:07,85:c0,11.522575,49.1964595
2016-09-09 11:08:08,3b:67,11.522691,49.1877085
2016-09-09 11:08:12,85:c0,11.522581,49.19646033
2016-09-09 11:08:13,3b:67,11.5226895,49.18770833
2016-09-09 11:08:17,85:c0,11.522589,49.19646167
2016-09-09 11:08:18,3b:67,11.52268733,49.187707
2016-09-09 11:08:22,85:c0,11.522596,49.19646283
2016-09-09 11:08:24,3b:67,11.52268517,49.18770617
2016-09-09 11:08:27,85:c0,11.52259917,49.19646467
2016-09-09 11:08:29,3b:67,11.52268167,49.1877045
2016-09-09 11:08:34,3b:67,11.52267917,49.18770367
2016-09-09 11:08:37,85:c0,11.52259733,49.19646867
2016-09-09 11:08:39,3b:67,11.52267583,49.18770367
2016-09-09 11:08:42,85:c0,11.5226005,49.19647117
2016-09-09 11:08:44,3b:67,11.522673,49.187706
2016-09-09 11:08:47,85:c0,11.522603,49.19647167
2016-09-09 11:08:49,3b:67,11.52266983,49.18770967
2016-09-09 11:08:52,85:c0,11.52260467,49.19647283
2016-09-09 11:08:54,3b:67,11.52266617,49.18771217
2016-09-09 11:08:57,85:c0,11.52260617,49.19647333
2016-09-09 11:08:59,3b:67,11.52266467,49.18771433
2016-09-09 11:09:02,85:c0,11.52260817,49.19647367
2016-09-09 11:09:04,3b:67,11.5226635,49.18771617
2016-09-09 11:09:07,85:c0,11.52261,49.19647317
2016-09-09 11:09:09,3b:67,11.522662,49.1877165
2016-09-09 11:09:13,85:c0,11.52260767,49.1964695
2016-09-09 11:09:14,3b:67,11.52266117,49.18771683
2016-09-09 11:09:18,85:c0,11.52260433,49.19646883
2016-09-09 11:09:19,3b:67,11.522661,49.18771683
2016-09-09 11:09:24,3b:67,11.52265933,49.187717
2016-09-09 11:09:29,3b:67,11.52265683,49.18771683
2016-09-09 11:09:33,85:c0,11.52259567,49.19647233
2016-09-09 11:09:34,3b:67,11.52265317,49.18771417
2016-09-09 11:09:38,85:c0,11.52259333,49.1964735
2016-09-09 11:09:39,3b:67,11.5226515,49.1877135
2016-09-09 11:09:43,85:c0,11.52259067,49.19647267
2016-09-09 11:09:44,3b:67,11.52264933,49.18771283
2016-09-09 11:09:48,85:c0,11.52259067,49.19647133
2016-09-09 11:09:49,3b:67,11.52264967,49.18771183
2016-09-09 11:09:53,85:c0,11.5225905,49.19647083
2016-09-09 11:09:54,3b:67,11.52264967,49.18771217
2016-09-09 11:09:58,85:c0,11.522591,49.196469
2016-09-09 11:09:59,3b:67,11.52265017,49.18771233
2016-09-09 11:10:03,85:c0,11.5225915,49.19646817
2016-09-09 11:10:04,3b:67,11.5226515,49.18771233
2016-09-09 11:10:08,85:c0,11.522589,49.19646617
2016-09-09 11:10:09,3b:67,11.5226515,49.18771133
2016-09-09 11:10:14,3b:67,11.52265383,49.18771033
2016-09-09 11:10:19,3b:67,11.52265867,49.18770833
2016-09-09 11:10:23,85:c0,11.522581,49.19646133
2016-09-09 11:10:24,3b:67,11.52266367,49.18770567
2016-09-09 11:10:28,85:c0,11.52257867,49.1964605
2016-09-09 11:10:29,3b:67,11.52267,49.18770383
2016-09-09 11:10:33,85:c0,11.52257917,49.196459
2016-09-09 11:10:38,85:c0,11.522582,49.19645883
2016-09-09 11:10:39,3b:67,11.52267183,49.1877015
2016-09-09 11:10:43,85:c0,11.52258133,49.19645783
2016-09-09 11:10:48,85:c0,11.522577,49.19645533
2016-09-09 11:10:49,3b:67,11.52267567,49.18770117
2016-09-09 11:10:53,85:c0,11.52257633,49.19645633
2016-09-09 11:10:58,85:c0,11.52257717,49.19645783
2016-09-09 11:10:59,3b:67,11.522673,49.18770483
2016-09-09 11:11:03,85:c0,11.52257733,49.1964565
2016-09-09 11:11:04,3b:67,11.52267433,49.18770817
2016-09-09 11:11:08,85:c0,11.52257533,49.19645533
2016-09-09 11:11:09,3b:67,11.52267183,49.18771
2016-09-09 11:11:13,85:c0,11.52257267,49.1964545
2016-09-09 11:11:14,3b:67,11.522671,49.18771133
2016-09-09 11:11:18,85:c0,11.52257183,49.19645333
2016-09-09 11:11:23,85:c0,11.52257117,49.1964525
2016-09-09 11:11:28,85:c0,11.52256983,49.1964525
2016-09-09 11:11:30,3b:67,11.522679,49.18771
2016-09-09 11:11:33,85:c0,11.52257133,49.19645317
2016-09-09 11:11:35,3b:67,11.5226805,49.18771017
2016-09-09 11:11:38,85:c0,11.52257283,49.19645317
2016-09-09 11:11:40,3b:67,11.52268083,49.18771
2016-09-09 11:11:43,85:c0,11.5225745,49.19645433
2016-09-09 11:11:45,3b:67,11.52267933,49.18770933
2016-09-09 11:11:48,85:c0,11.522576,49.19645583
2016-09-09 11:11:50,3b:67,11.52267833,49.18770817
