Time,Dist-to-3b67,Dist-to-85c0
12:18:44,47.930730279481,967.70764040433
12:18:45,47.930730279481,967.70764040433
12:18:46,47.930730279481,967.70764040433
12:18:47,47.930730279481,967.70764040433
12:18:48,47.930730279481,967.70764040433
12:18:48,48.128524859218,967.70402360273
12:18:49,48.493806623712,965.8515317818
12:18:50,48.926754229144,963.9990551085
12:18:50,48.926754229144,963.9990551085
12:18:51,53.960151424164,958.65359361587
12:18:52,64.285084638827,951.80147049054
12:18:53,75.038101903373,943.07935735467
12:18:54,85.281251019375,930.55117418991
12:18:55,95.584112162208,919.91234862346
12:18:56,107.58785245173,907.47460792712
12:18:57,120.04750921695,895.0715194114
12:18:58,131.9823417005,886.76004990056
12:18:59,142.01608060794,876.08842407584
12:19:00,153.11011299528,863.5007119618
12:19:00,153.89186691124,863.72998069914
12:19:01,163.31217801644,854.97828589378
12:19:02,164.29116566534,842.31348646707
12:19:03,165.99862960557,831.77910997867
12:19:04,175.85800937079,822.95595971389
12:19:05,184.10068438115,813.75925778762
12:19:06,193.19883439116,804.77460283797
12:19:07,201.54370011273,795.58239660232
12:19:08,211.01172616531,784.33354363113
12:19:09,221.00061917363,775.59847933221
12:19:10,228.88460518381,768.59020536771
12:19:11,238.67104106283,759.81604465527
12:19:12,248.69292637359,751.15246896143
12:19:13,259.29231107252,742.754616622
12:19:14,269.39559883548,734.20108199203
12:19:15,279.53627378585,725.70178561871
12:19:16,290.78025687158,717.74578731157
12:19:17,303.66471391991,708.0151728844
12:19:18,314.68615515583,700.12706484774
12:19:19,323.66665258507,693.95902402948
12:19:20,334.37690991018,686.05995079411
12:19:21,344.71411851079,678.02909731288
12:19:22,355.36632456943,670.23384595763
12:19:22,358.24045645067,671.89761739952
12:19:23,366.55721443243,662.84967243715
12:19:24,379.79215244691,653.99918651937
12:19:25,390.20833313888,646.34411371076
12:19:26,402.60218771992,637.16817945139
12:19:27,412.57281720181,629.35812314823
12:19:28,425.98036190292,618.14197485257
12:19:29,436.07258502999,610.58790498008
12:19:30,446.53584086053,603.38864059998
12:19:31,458.73156328314,594.59659376174
12:19:32,470.92769372918,585.92681423947
12:19:33,483.50258348929,577.7077125044
12:19:34,494.43572369267,571.40894867273
12:19:34,496.98962249074,573.7562083527
12:19:35,505.37386971556,565.25596670745
12:19:36,517.148733582,556.73624735272
12:19:37,527.24335608076,550.01458336677
12:19:38,536.8864696351,542.90964242333
12:19:39,549.47678317194,535.59559248903
12:19:40,561.67662192627,528.05814815332
12:19:41,573.43260001661,520.16519670575
12:19:42,583.92728707493,514.53207557879
12:19:43,594.42601484159,509.05771126859
12:19:44,606.61138906638,502.17821293747
12:19:45,617.53876903101,497.60528092045
12:19:46,629.3079626181,490.57875013078
12:19:47,641.08166559227,483.74249876511
12:19:48,652.85963398606,477.10470621743
12:19:49,664.22548350459,470.05830049407
12:19:50,675.59904951389,463.19488614396
12:19:51,689.493645811,456.4075153773
12:19:52,703.39119208694,449.95158104402
12:19:53,716.47413310932,442.46055781751
12:19:54,726.57581589255,438.59622094136
12:19:55,741.70527046369,435.25837347473
12:19:56,753.92755288972,431.4154025126
12:19:57,767.42713595635,425.93639096296
12:19:58,779.64391825512,422.76488062931
12:19:59,791.03298854674,418.32231796403
12:20:00,803.7212994403,412.26203613744
12:20:01,815.9237200196,410.06151230027
12:20:02,830.24169515371,408.08959065565
12:20:03,841.24127575918,404.06879783086
12:20:04,852.24899606933,400.32728783135
12:20:05,862.36670789182,399.51122643593
12:20:05,865.16665381889,405.74403267127
12:20:06,877.10146207717,400.07999039458
12:20:07,886.8257415734,398.98647333418
12:20:08,893.66321633521,396.07666108271
12:20:09,897.54979114958,391.10760515042
12:20:10,901.50743110149,386.23098233898
12:20:11,908.70535839759,384.47070703455
12:20:12,924.51717658411,379.88570223363
12:20:13,935.56853013132,378.54131952826
12:20:14,942.87865312557,377.82445025234
12:20:15,946.5281549766,377.62403477694
12:20:16,948.61018459842,378.30672156123
12:20:17,950.84593378413,379.38496225961
12:20:18,953.60296579423,381.8112184985
12:20:19,954.42243446971,384.09728191951
12:20:20,953.67797126132,387.18821505299
12:20:21,950.15610059527,392.80173481107
12:20:22,945.6093164832,400.48571110717
12:20:23,941.23519323527,408.47363097911
12:20:24,934.40572908765,415.09362079872
12:20:25,928.84227020858,420.16227911934
12:20:26,922.60508225292,423.71710234962
12:20:27,916.26688659629,427.094860714
12:20:28,908.11824373731,430.89577647508
12:20:29,900.1660261253,435.21793447224
12:20:30,885.70602243591,438.66109768414
12:20:31,877.56641101262,442.86595152905
12:20:32,872.64773260408,445.35249792521
12:20:33,867.14983423914,446.71877367139
12:20:34,859.54506682216,448.12182108253
12:20:35,853.43997897327,448.44840218031
12:20:36,845.10509448186,448.63344163222
12:20:37,839.43197105564,449.95771277662
12:20:38,835.93611249172,451.3983075889
12:20:39,834.62728036244,452.92169010301
12:20:40,835.07301483241,453.68403583132
12:20:41,833.07353719631,453.87869288645
12:20:41,833.07353719631,453.87869288645
12:20:42,830.81159242937,453.5934803824
12:20:43,828.08204231174,452.41466054109
12:20:44,827.16715467375,450.58429563493
12:20:45,828.42017333521,448.74384615838
12:20:46,831.89617079246,447.03485708417
12:20:47,836.73464751761,443.85356802117
12:20:48,842.03559898835,441.61437412967
12:20:49,850.22452838991,436.71513127796
12:20:50,857.21983251292,433.75847348557
12:20:51,865.92642268789,430.13275192346
12:20:52,875.11313073583,427.68958929816
12:20:53,882.65243216643,426.28210340552
12:20:54,889.78717977145,424.14718589224
12:20:55,896.07684339184,420.21695341314
12:20:56,901.98548646696,415.48687952773
12:20:57,904.96578519302,413.13335598277
12:20:58,909.22186440759,413.67169884266
12:20:59,906.80862993802,417.00930736369
12:21:00,902.76758615011,421.15924191923
12:21:01,896.23640975056,424.26449296929
12:21:02,883.81076580109,432.22134209199
12:21:02,885.10477896457,434.95090361993
12:21:03,875.14325361053,439.6952177818
12:21:03,876.02038466009,441.49732110193
12:21:04,864.33473231543,447.12613996646
12:21:05,852.9991511797,453.73587534783
12:21:06,841.24388306133,459.75446972748
12:21:07,832.09013235265,466.84411253912
12:21:08,824.71181129362,473.27405999031
12:21:09,818.61694315891,478.13947181155
12:21:10,818.00519578353,481.05785328721
12:21:11,817.43925510516,483.99801654818
12:21:12,826.15836403541,480.20816104259
12:21:13,832.77566275592,476.61833838656
12:21:14,842.98369254895,471.75906037371
12:21:15,852.75690189735,466.24971739732
12:21:15,852.75690189735,466.24971739732
12:21:16,860.90015757761,461.73730958959
12:21:17,869.96580531534,459.09150274754
12:21:18,872.47708025466,459.83067428
12:21:19,878.81771358551,460.06784221891
12:21:20,883.12954806342,460.3758116294
12:21:21,886.30562811825,462.50831697498
12:21:22,885.7945227279,465.36516432993
12:21:23,884.88527290538,467.42409735594
12:21:24,882.34361273562,470.27656687714
12:21:25,877.81621666811,473.21238122357
12:21:26,873.20710137764,476.06271574541
12:21:27,864.82444146599,479.65609794389
12:21:28,854.60042553024,483.90874898364
12:21:29,846.82649107787,488.96872902916
12:21:30,835.08353510205,494.74523605324
12:21:31,825.9274035149,497.80734826594
12:21:32,819.63794434971,502.10300736343
12:21:33,815.03679437212,505.61975413104
12:21:34,813.24734312086,510.13494658507
12:21:35,817.03816963786,509.34719683973
12:21:36,819.41613822368,509.82582298482
12:21:37,826.60575400906,507.39053059
12:21:38,834.33181131116,505.93813182349
12:21:39,843.58840917206,503.53376644566
12:21:40,852.60754893046,500.80990241405
12:21:41,861.57423490133,498.1248761453
12:21:42,870.49513672689,495.48821621312
12:21:43,877.8199151427,493.82218598109
12:21:44,885.10818766232,492.17481404154
12:21:45,890.26941621498,490.40659396283
12:21:46,895.91518104342,489.5811218938
12:21:47,897.90289075003,489.47834479749
12:21:48,900.38537353694,490.30020636815
12:21:49,895.30290870184,495.6644115556
12:21:50,890.84072524612,502.16858037502
12:21:51,879.04473724027,510.16318593715
12:21:52,872.62258064668,516.89547931677
12:21:53,862.57486523345,524.5352721825
12:21:54,854.1861719654,531.56941656009
12:21:54,854.7192617327,532.45003955492
12:21:55,845.36509824838,537.95642484763
12:21:56,836.7163674375,544.727870723
12:21:57,833.47346895197,549.89502080315
12:21:58,828.24974481378,555.29173002871
12:21:59,824.78172058076,560.0557426792
12:22:00,825.01388627713,563.79480501108
12:22:01,828.62814394362,566.09490168981
12:22:02,837.60808074988,563.46900068685
12:22:03,844.03989665799,563.58332441516
12:22:04,852.34537651455,563.38229671641
12:22:05,860.53636856288,563.11209563135
12:22:06,869.45357656981,560.80896665257
12:22:07,878.11603081393,558.20449750537
12:22:08,885.12120784611,556.31812285547
12:22:09,892.44050373815,555.00871814202
12:22:10,898.13389685182,554.4023305207
12:22:11,900.23120536252,554.50411237193
12:22:12,895.89784783058,557.17614191838
12:22:13,893.39019054618,559.58224499157
12:22:14,888.02308602108,563.93000316843
12:22:15,884.24874680115,567.58830586417
12:22:16,880.15331835128,570.77957954483
12:22:17,873.80934520892,576.9208350708
12:22:18,866.09568249195,584.14722890018
12:22:19,858.64557666736,591.80005844692
12:22:20,852.41305523591,598.16904036901
12:22:21,847.14600456715,605.93816163189
12:22:22,843.17222871656,615.45421661944
12:22:23,838.25574361462,626.50741446603
12:22:24,842.82026913817,629.95577352347
12:22:25,849.94915217623,631.09480822456
12:22:26,856.39709155785,631.35345219318
12:22:27,864.99231268226,631.77193374154
12:22:28,874.06085406735,632.96650564387
12:22:29,884.73084227925,633.63579682117
12:22:30,894.85754268755,630.77986629668
12:22:31,904.58758060003,627.47278440904
12:22:32,913.44284726954,625.91093531084
12:22:33,920.87708991907,625.26931007313
12:22:34,924.23106743571,624.41411141656
12:22:35,926.84995370505,622.44586646157
12:22:36,928.62516701066,622.15271149432
12:22:37,926.09165611183,624.19285716543
12:22:38,918.55528655105,630.42826496982
12:22:39,910.67459089872,636.19328769298
12:22:40,903.53862588934,643.10829398958
12:22:41,894.97502238358,650.86588770343
12:22:42,888.0071292834,660.84288751092
12:22:43,884.88040431421,670.44079280028
12:22:44,881.29860907492,679.30818069792
12:22:45,881.14350851084,684.53254750634
12:22:46,881.30503585806,690.13528797087
12:22:47,888.56471250257,694.37347576235
12:22:48,894.48784205863,696.88794752885
12:22:49,902.65004882749,697.12749360414
12:22:50,909.19451226364,697.93127682504
12:22:51,916.57069200368,694.61158412838
12:22:52,924.88023714914,692.63378365646
12:22:53,930.96152748578,690.3293890322
12:22:54,934.82161631269,687.64557669839
12:22:55,937.10085672328,685.43503358967
12:22:56,928.46712062242,689.44807193718
12:22:57,923.56754012332,693.34632841145
12:22:58,917.11784108005,697.81839748703
12:22:59,911.53131977622,706.09626921903
12:23:00,908.30437962281,714.81757318002
12:23:01,903.01876623232,725.89715179062
12:23:02,898.84250161183,735.74015367057
12:23:03,897.72359617971,744.31149955211
12:23:04,895.5000082942,753.87373174061
12:23:05,899.81984972965,759.1498525452
12:23:06,913.28951469772,758.73502631607
12:23:07,923.82828021582,757.29341398995
12:23:08,929.59280741669,757.25676773206
12:23:09,941.62057714119,753.0454625402
12:23:10,950.13638195358,751.78411768567
12:23:11,959.3696076125,751.5430788266
12:23:12,964.73561772185,751.21205522646
12:23:13,970.81027007269,749.40770314704
12:23:14,972.59457173001,746.85283972173
12:23:15,974.77684893435,744.81931167224
12:23:16,975.41064861511,740.70111209852
12:23:17,975.14071218199,737.82273436515
12:23:18,972.41838077586,734.10154538249
12:23:19,969.33543495552,732.39688328764
12:23:20,963.47041981078,734.50707812142
12:23:21,955.93842312832,739.44855272817
12:23:22,949.66078228608,746.07328335059
12:23:23,943.6667362761,755.49965391565
12:23:24,942.51620339699,766.13070762549
12:23:25,941.15882226231,776.36247993277
12:23:26,940.17838888217,784.59092820437
12:23:27,941.32307203345,792.99063890789
12:23:28,944.94494574079,797.40823041245
12:23:29,947.44821264888,802.75034299578
12:23:30,950.07492974097,808.20998356154
12:23:31,951.23850384727,814.14078215487
12:23:32,953.58907004427,821.43579317089
12:23:33,954.98977763295,827.55034680826
12:23:34,943.35506823428,836.0148796328
12:23:34,946.17058967361,839.25257161801
12:23:35,940.32764560886,841.26989492233
12:23:36,936.33160201154,843.23556183438
12:23:37,931.96676151503,846.96218885311
12:23:38,928.45749662155,849.49041323801
12:23:39,927.6698401487,850.74903268122
12:23:40,923.22233088572,852.24122191604
12:23:41,921.47125512007,852.43310165558
12:23:42,921.65554480012,852.61241805738
12:23:43,921.85207173012,854.94920511029
12:23:44,924.04119317425,855.19230286219
12:23:45,925.85867920778,855.0342405734
12:23:46,931.28032024209,852.46596106722
12:23:47,936.04638348211,851.33332649702
12:23:48,950.71610281127,846.43377328913
12:23:49,955.32377346151,845.26145579874
12:23:50,964.12016811147,844.64297967074
12:23:51,976.32274399771,850.29203167473
12:23:52,983.47131816962,856.54006955366
12:23:53,988.38851500809,864.4403676003
12:23:54,992.03279900641,868.69912859568
12:23:55,992.74481040305,873.74756342531
12:23:56,995.49413749758,879.03616954944
12:23:57,999.00433995153,885.16882773581
12:23:58,994.09152102287,889.8562162621
12:23:59,988.80841469367,892.07607840355
12:24:00,987.93489121511,893.13287043462
12:24:01,985.91085115789,894.93599446852
12:24:02,986.88562927451,896.01581255838
12:24:03,986.81066682859,897.95569365077
12:24:03,989.03503080866,900.44290644095
12:24:04,987.87635354206,897.09410605183
12:24:05,987.90255751768,897.10411333319
12:24:06,985.78952061656,898.79133237635
12:24:07,984.08980841885,898.90764210348
12:24:08,981.61738607952,896.13374096944
12:24:09,980.11828407771,892.4130182703
12:24:10,981.26908486168,887.53439869755
12:24:11,985.07809345966,883.57290159432
12:24:12,995.73801103898,881.2683857928
12:24:13,1005.6376837498,882.36168051501
12:24:14,1014.1000770929,883.95641531097
12:24:15,1021.8290144666,888.89657113134
12:24:16,1029.3091149781,893.57917136009
12:24:17,1035.7544092057,899.11886005126
12:24:17,1036.4748893191,899.96317952452
12:24:18,1040.456006249,904.64822071
12:24:19,1044.5627206203,909.4707848076
12:24:20,1046.143912499,917.33667269693
12:24:21,1048.6085844587,926.15282158073
12:24:22,1052.7162925746,932.85574642439
12:24:23,1070.0527749656,935.28614114619
12:24:24,1072.4682149367,940.04787963971
12:24:25,1076.3263772501,940.64296584228
12:24:26,1074.676451126,944.55012437626
