2016-09-09 11:07:32,85:c0,2.419,306,0
2016-09-09 11:07:33,3b:67,6.169,59,0
2016-09-09 11:07:37,85:c0,2.885,321,0
2016-09-09 11:07:38,3b:67,5.364,69,0
2016-09-09 11:07:42,85:c0,3.575,346,0
2016-09-09 11:07:43,3b:67,6.211,73,0
2016-09-09 11:07:47,85:c0,2.983,345,0
2016-09-09 11:07:48,3b:67,6.19,71,0
2016-09-09 11:07:52,85:c0,3.143,342,0
2016-09-09 11:07:53,3b:67,5.775,77,0
2016-09-09 11:07:57,85:c0,3.836,306,0
2016-09-09 11:07:58,3b:67,5.364,50,0
2016-09-09 11:08:02,85:c0,3.953,317,0
2016-09-09 11:08:03,3b:67,4.709,35,0
2016-09-09 11:08:07,85:c0,3.34,317,0
2016-09-09 11:08:08,3b:67,4.006,34,0
2016-09-09 11:08:12,85:c0,3.394,318,0
2016-09-09 11:08:13,3b:67,3.632,24,0
2016-09-09 11:08:17,85:c0,4.758,345,0
2016-09-09 11:08:18,3b:67,3.478,14,0
2016-09-09 11:08:22,85:c0,3.828,345,0
2016-09-09 11:08:24,3b:67,3.038,14,0
2016-09-09 11:08:27,85:c0,4.363,340,0
2016-09-09 11:08:29,3b:67,5.349,358,0
2016-09-09 11:08:34,3b:67,5.302,345,0
2016-09-09 11:08:37,85:c0,3.39,339,0
2016-09-09 11:08:39,3b:67,3.439,31,0
2016-09-09 11:08:42,85:c0,6.127,11,0
2016-09-09 11:08:44,3b:67,2.568,13,0
2016-09-09 11:08:47,85:c0,6.232,356,0
2016-09-09 11:08:49,3b:67,1.902,11,0
2016-09-09 11:08:52,85:c0,8.137,22,0
2016-09-09 11:08:54,3b:67,1.892,85,0
2016-09-09 11:08:57,85:c0,9.921,14,0
2016-09-09 11:08:59,3b:67,2.594,90,0
2016-09-09 11:09:02,85:c0,10.058,357,0
2016-09-09 11:09:04,3b:67,4.459,11,0
2016-09-09 11:09:07,85:c0,12.886,345,0
2016-09-09 11:09:09,3b:67,6.743,1,0
2016-09-09 11:09:13,85:c0,11.28,338,0
2016-09-09 11:09:14,3b:67,7.906,337,0
2016-09-09 11:09:18,85:c0,10.375,345,0
2016-09-09 11:09:19,3b:67,12.661,338,0
2016-09-09 11:09:24,3b:67,10.681,334,0
2016-09-09 11:09:29,3b:67,11.04,339,0
2016-09-09 11:09:33,85:c0,7.655,313,0
2016-09-09 11:09:34,3b:67,11.351,321,0
2016-09-09 11:09:38,85:c0,6.964,318,0
2016-09-09 11:09:39,3b:67,10.809,318,0
2016-09-09 11:09:43,85:c0,5.203,322,0
2016-09-09 11:09:44,3b:67,10.143,335,0
2016-09-09 11:09:48,85:c0,4.4,312,0
2016-09-09 11:09:49,3b:67,11.643,333,0
2016-09-09 11:09:53,85:c0,3.796,313,0
2016-09-09 11:09:54,3b:67,9.682,326,0
2016-09-09 11:09:58,85:c0,4.389,327,0
2016-09-09 11:09:59,3b:67,9.144,310,0
2016-09-09 11:10:03,85:c0,4.26,333,0
2016-09-09 11:10:04,3b:67,8.789,312,0
2016-09-09 11:10:08,85:c0,3.836,333,0
2016-09-09 11:10:09,3b:67,10.557,315,0
2016-09-09 11:10:14,3b:67,12.75,335,0
2016-09-09 11:10:19,3b:67,9.921,330,0
2016-09-09 11:10:23,85:c0,3.636,334,0
2016-09-09 11:10:24,3b:67,11.532,346,0
2016-09-09 11:10:28,85:c0,3.695,334,0
2016-09-09 11:10:29,3b:67,9.867,346,0
2016-09-09 11:10:33,85:c0,3.741,332,0
2016-09-09 11:10:38,85:c0,3.236,331,0
2016-09-09 11:10:39,3b:67,8.725,340,0
2016-09-09 11:10:43,85:c0,3.005,331,0
2016-09-09 11:10:48,85:c0,2.814,332,0
2016-09-09 11:10:49,3b:67,8.211,347,0
2016-09-09 11:10:53,85:c0,3.176,333,0
2016-09-09 11:10:58,85:c0,2.53,333,0
2016-09-09 11:10:59,3b:67,8.54,343,0
2016-09-09 11:11:03,85:c0,2.308,332,0
2016-09-09 11:11:04,3b:67,8.704,333,0
2016-09-09 11:11:08,85:c0,4.046,335,0
2016-09-09 11:11:09,3b:67,8.601,329,0
2016-09-09 11:11:13,85:c0,3.94,335,0
2016-09-09 11:11:14,3b:67,7.655,341,0
2016-09-09 11:11:18,85:c0,6.319,0,0
2016-09-09 11:11:23,85:c0,6.466,350,0
2016-09-09 11:11:28,85:c0,5.478,330,0
2016-09-09 11:11:30,3b:67,6.443,345,0
2016-09-09 11:11:33,85:c0,7.286,334,0
2016-09-09 11:11:35,3b:67,7.512,340,0
2016-09-09 11:11:38,85:c0,7.481,7,0
2016-09-09 11:11:40,3b:67,8.324,346,0
2016-09-09 11:11:43,85:c0,6.781,3,0
2016-09-09 11:11:45,3b:67,7.575,335,0
2016-09-09 11:11:48,85:c0,6.169,349,0
2016-09-09 11:11:50,3b:67,6.731,341,0
2016-09-09 11:11:53,85:c0,4.847,349,0
2016-09-09 11:11:55,3b:67,6.897,341,0
2016-09-09 11:11:58,85:c0,4.636,350,0
2016-09-09 11:12:00,3b:67,7.199,353,0
2016-09-09 11:12:03,85:c0,4.733,351,0
2016-09-09 11:12:05,3b:67,5.739,338,0
2016-09-09 11:12:08,85:c0,5.445,1,0
2016-09-09 11:12:10,3b:67,6.62,341,0
2016-09-09 11:12:13,85:c0,7.315,5,0
2016-09-09 11:12:15,3b:67,7.872,352,0
2016-09-09 11:12:19,85:c0,7.787,347,0
2016-09-09 11:12:20,3b:67,9.008,348,0
2016-09-09 11:12:24,85:c0,8.065,347,0
2016-09-09 11:12:25,3b:67,8.875,354,0
2016-09-09 11:12:29,85:c0,7.544,347,0
2016-09-09 11:12:30,3b:67,9.76,346,0
2016-09-09 11:12:34,85:c0,7.004,350,0
2016-09-09 11:12:35,3b:67,9.708,355,0
2016-09-09 11:12:39,85:c0,6.871,2,0
2016-09-09 11:12:40,3b:67,10.435,352,0
2016-09-09 11:12:44,85:c0,6.2,4,0
2016-09-09 11:12:45,3b:67,9.144,340,0
2016-09-09 11:12:49,85:c0,7.114,3,0
2016-09-09 11:12:50,3b:67,9.975,351,0
2016-09-09 11:12:54,85:c0,7.004,353,0
2016-09-09 11:12:55,3b:67,10.086,357,0
2016-09-09 11:12:59,85:c0,7.156,337,0
2016-09-09 11:13:00,3b:67,8.52,348,0
2016-09-09 11:13:04,85:c0,7.004,343,0
2016-09-09 11:13:05,3b:67,8.174,348,0
2016-09-09 11:13:09,85:c0,7.787,354,0
2016-09-09 11:13:10,3b:67,7.128,348,0
2016-09-09 11:13:14,85:c0,7.872,6,0
2016-09-09 11:13:15,3b:67,6.501,351,0
2016-09-09 11:13:19,85:c0,9.63,352,0
2016-09-09 11:13:20,3b:67,6.222,351,0
2016-09-09 11:13:24,85:c0,10.2,350,0
2016-09-09 11:13:29,85:c0,9.504,351,0
2016-09-09 11:13:30,3b:67,5.693,351,0
2016-09-09 11:13:34,85:c0,9.554,356,0
2016-09-09 11:13:35,3b:67,5.218,353,0
2016-09-09 11:13:39,85:c0,9.098,356,0
2016-09-09 11:13:40,3b:67,4.828,354,0
2016-09-09 11:13:44,85:c0,8.46,351,0
2016-09-09 11:13:45,3b:67,6.584,357,0
2016-09-09 11:13:49,85:c0,6.897,351,0
2016-09-09 11:13:50,3b:67,6.158,356,0
2016-09-09 11:13:54,85:c0,5.739,350,0
2016-09-09 11:13:55,3b:67,6.106,357,0
2016-09-09 11:13:59,85:c0,6.045,354,0
2016-09-09 11:14:04,85:c0,6.222,357,0
2016-09-09 11:14:05,3b:67,8.421,3,0
2016-09-09 11:14:09,85:c0,6.398,358,0
2016-09-09 11:14:10,3b:67,7.838,4,0
2016-09-09 11:14:14,85:c0,5.38,358,0
2016-09-09 11:14:15,3b:67,5.956,4,0
2016-09-09 11:14:19,85:c0,6.055,11,0
2016-09-09 11:14:20,3b:67,4.913,5,0
2016-09-09 11:14:24,85:c0,6.076,11,0
2016-09-09 11:14:25,3b:67,4.481,5,0
2016-09-09 11:14:29,85:c0,4.86,12,0
2016-09-09 11:14:34,85:c0,4.411,12,0
2016-09-09 11:14:36,3b:67,4.311,7,0
2016-09-09 11:14:39,85:c0,4.059,12,0
2016-09-09 11:14:41,3b:67,5.702,16,0
2016-09-09 11:14:44,85:c0,4.22,13,0
2016-09-09 11:14:46,3b:67,5.528,14,0
2016-09-09 11:14:49,85:c0,3.953,12,0
2016-09-09 11:14:51,3b:67,6.572,14,0
2016-09-09 11:14:54,85:c0,3.31,12,0
2016-09-09 11:14:56,3b:67,5.784,18,0
2016-09-09 11:14:59,85:c0,3.058,12,0
2016-09-09 11:15:01,3b:67,5.043,8,0
2016-09-09 11:15:04,85:c0,2.404,13,0
2016-09-09 11:15:06,3b:67,7.623,1,0
2016-09-09 11:15:09,85:c0,2.497,12,0
2016-09-09 11:15:11,3b:67,8.56,8,0
2016-09-09 11:15:14,85:c0,2.376,12,0
2016-09-09 11:15:16,3b:67,7.3,344,0
2016-09-09 11:15:20,85:c0,2.743,12,0
2016-09-09 11:15:21,3b:67,6.99,357,0
2016-09-09 11:15:25,85:c0,2.442,12,0
2016-09-09 11:15:26,3b:67,6.924,350,0
2016-09-09 11:15:31,3b:67,6.536,349,0
2016-09-09 11:15:35,85:c0,2.154,13,0
2016-09-09 11:15:36,3b:67,5.38,351,0
2016-09-09 11:15:40,85:c0,1.802,12,0
2016-09-09 11:15:41,3b:67,4.66,351,0
2016-09-09 11:15:45,85:c0,1.639,12,0
2016-09-09 11:15:46,3b:67,4.373,351,0
2016-09-09 11:15:50,85:c0,1.358,13,0
2016-09-09 11:15:51,3b:67,5.271,357,0
2016-09-09 11:15:55,85:c0,1.194,12,0
2016-09-09 11:15:56,3b:67,5.043,0,0
2016-09-09 11:16:00,85:c0,0.932,12,0
2016-09-09 11:16:01,3b:67,5.396,359,0
2016-09-09 11:16:06,3b:67,6.536,358,0
2016-09-09 11:16:10,85:c0,0,12,0
2016-09-09 11:16:15,85:c0,0,13,0
2016-09-09 11:16:20,85:c0,0.261,12,0
2016-09-09 11:16:21,3b:67,7.754,3,0
2016-09-09 11:16:25,85:c0,0,12,0
2016-09-09 11:16:26,3b:67,7.976,359,0
2016-09-09 11:16:30,85:c0,1.431,17,0
2016-09-09 11:16:31,3b:67,7.228,6,0
2016-09-09 11:16:35,85:c0,1.959,24,0
